Per-problem table:
Problem_Index   | APS questions | Answered | Correct | Accuracy          
---------------------------------------------------------------------------
1               | 5             | 3        | 3       | 3/5 = 60.00%
2               | 6             | 3        | 3       | 3/6 = 50.00%
3               | 4             | 4        | 3       | 3/4 = 75.00%
4               | 6             | 5        | 5       | 5/6 = 83.33%
7               | 4             | 3        | 3       | 3/4 = 75.00%
8               | 3             | 2        | 2       | 2/3 = 66.67%
9               | 7             | 7        | 6       | 6/7 = 85.71%
10              | 5             | 3        | 2       | 2/5 = 40.00%
11              | 4             | 2        | 2       | 2/4 = 50.00%
14              | 5             | 5        | 3       | 3/5 = 60.00%
16              | 4             | 4        | 3       | 3/4 = 75.00%
17              | 4             | 4        | 3       | 3/4 = 75.00%
20              | 3             | 3        | 2       | 2/3 = 66.67%
22              | 5             | 5        | 3       | 3/5 = 60.00%
25              | 3             | 2        | 2       | 2/3 = 66.67%
26              | 5             | 4        | 4       | 4/5 = 80.00%
29              | 4             | 1        | 0       | 0/4 = 0.00%
30              | 2             | 1        | 1       | 1/2 = 50.00%
32              | 6             | 6        | 1       | 1/6 = 16.67%
34              | 5             | 4        | 2       | 2/5 = 40.00%
36              | 4             | 3        | 3       | 3/4 = 75.00%
37              | 4             | 4        | 4       | 4/4 = 100.00%
38              | 3             | 3        | 2       | 2/3 = 66.67%
40              | 3             | 3        | 1       | 1/3 = 33.33%
43              | 4             | 4        | 4       | 4/4 = 100.00%
44              | 4             | 3        | 3       | 3/4 = 75.00%
45              | 2             | 2        | 2       | 2/2 = 100.00%
46              | 3             | 1        | 0       | 0/3 = 0.00%
48              | 5             | 5        | 4       | 4/5 = 80.00%
49              | 5             | 3        | 3       | 3/5 = 60.00%
50              | 4             | 4        | 4       | 4/4 = 100.00%
53              | 5             | 2        | 0       | 0/5 = 0.00%
55              | 5             | 3        | 1       | 1/5 = 20.00%
56              | 5             | 4        | 3       | 3/5 = 60.00%
57              | 3             | 2        | 2       | 2/3 = 66.67%
58              | 4             | 4        | 2       | 2/4 = 50.00%
59              | 3             | 2        | 2       | 2/3 = 66.67%
60              | 3             | 1        | 1       | 1/3 = 33.33%
64              | 4             | 3        | 3       | 3/4 = 75.00%
72              | 5             | 4        | 4       | 4/5 = 80.00%
73              | 3             | 3        | 3       | 3/3 = 100.00%
78              | 3             | 2        | 2       | 2/3 = 66.67%
79              | 5             | 3        | 3       | 3/5 = 60.00%
81              | 4             | 3        | 2       | 2/4 = 50.00%
84              | 5             | 5        | 5       | 5/5 = 100.00%
86              | 4             | 4        | 4       | 4/4 = 100.00%
88              | 5             | 4        | 4       | 4/5 = 80.00%
95              | 5             | 3        | 3       | 3/5 = 60.00%
99              | 8             | 5        | 4       | 4/8 = 50.00%
108             | 4             | 2        | 1       | 1/4 = 25.00%
109             | 3             | 3        | 2       | 2/3 = 66.67%
112             | 3             | 3        | 2       | 2/3 = 66.67%
114             | 6             | 4        | 4       | 4/6 = 66.67%
115             | 2             | 2        | 2       | 2/2 = 100.00%
117             | 3             | 2        | 2       | 2/3 = 66.67%
119             | 4             | 2        | 1       | 1/4 = 25.00%
120             | 3             | 0        | 0       | 0/3 = 0.00%
123             | 4             | 4        | 4       | 4/4 = 100.00%
128             | 4             | 3        | 2       | 2/4 = 50.00%
132             | 6             | 5        | 4       | 4/6 = 66.67%
133             | 9             | 3        | 3       | 3/9 = 33.33%
149             | 6             | 5        | 5       | 5/6 = 83.33%
150             | 6             | 6        | 4       | 4/6 = 66.67%
151             | 3             | 2        | 1       | 1/3 = 33.33%
152             | 3             | 2        | 2       | 2/3 = 66.67%
153             | 6             | 3        | 3       | 3/6 = 50.00%
157             | 3             | 3        | 3       | 3/3 = 100.00%
165             | 4             | 4        | 3       | 3/4 = 75.00%
198             | 3             | 2        | 2       | 2/3 = 66.67%
207             | 3             | 1        | 1       | 1/3 = 33.33%
210             | 4             | 3        | 3       | 3/4 = 75.00%
211             | 6             | 4        | 4       | 4/6 = 66.67%
223             | 3             | 2        | 1       | 1/3 = 33.33%
239             | 6             | 3        | 3       | 3/6 = 50.00%
243             | 4             | 3        | 3       | 3/4 = 75.00%
257             | 6             | 5        | 5       | 5/6 = 83.33%
264             | 6             | 6        | 5       | 5/6 = 83.33%
281             | 4             | 4        | 4       | 4/4 = 100.00%
327             | 4             | 2        | 1       | 1/4 = 25.00%
348             | 2             | 0        | 0       | 0/2 = 0.00%
364             | 3             | 1        | 0       | 0/3 = 0.00%
365             | 2             | 0        | 0       | 0/2 = 0.00%
420             | 3             | 2        | 1       | 1/3 = 33.33%
432             | 4             | 0        | 0       | 0/4 = 0.00%
438             | 6             | 5        | 3       | 3/6 = 50.00%
441             | 3             | 0        | 0       | 0/3 = 0.00%
447             | 4             | 1        | 1       | 1/4 = 25.00%
449             | 2             | 0        | 0       | 0/2 = 0.00%
457             | 3             | 1        | 1       | 1/3 = 33.33%
472             | 4             | 3        | 1       | 1/4 = 25.00%
---------------------------------------------------------------------------
TOTAL           | 377           | 269      | 218     | 218/377 = 57.82%
