problem_index,ars_id,question,answer,reasoning,triples_used,triples_count,unique_triples_count,which_triples_used
1,Q1,What is the measure of angle A in triangle ABC?,80_deg,The measure of angle A is directly given in triple T6.,[6],1,1,T6
1,Q2,What is the measure of angle B in triangle ABC?,60_deg,The measure of angle B is directly given in triple T8.,[8],1,1,T8
1,Q3,What is the relationship between line DE and line BC?,parallel,The relationship between DE and BC is given in triple T15.,[15],1,1,T15
1,Q4,Where is point D located in relation to side AB?,lies_on,The location of point D is given in triple T10.,[10],1,1,T10
1,Q5,Where is point E located in relation to side AC?,lies_on,The location of point E is given in triple T12.,[12],1,1,T12
2,Q1,What is the relationship between lines AB and CD?,parallel,Triple T14 states that AB is parallel to CD.,[14],1,1,T14
2,Q2,What is the measure of angle EFG in degrees?,50,Triple T19 states that angle EFG has a measure of 50 degrees.,[19],1,1,T19
2,Q3,Does line EG bisect angle BEF?,yes,Triple T17 states that EG bisects angle BEF.,[17],1,1,T17
2,Q4,At what point does line EF intersect line AB?,,The perception triples do not specify the point of intersection between line EF and line AB.,[],0,0,
2,Q5,At what point does line EF intersect line CD?,,The perception triples do not specify the point of intersection between line EF and line CD.,[],0,0,
2,Q6,At what point does line EG intersect line CD?,,The perception triples do not specify the point of intersection between line EG and line CD.,[],0,0,
3,Q1,What is the measure of angle BCD?,70 degrees,The measure of angle BCD is directly given in triple T18.,[18],1,1,T18
3,Q2,What is the relationship between line segment CD and line segment AB?,parallel,Triple T17 states that CD is parallel to AB.,[17],1,1,T17
3,Q3,What does the line segment BD do to angle ABC?,null,The perception triples do not provide information about angle ABC or how BD affects it.,[],0,0,
3,Q4,At which point do line segments BC and BA intersect?,B,Triples T12 and T13 state that both BC and BA intersect at point B.,"[12, 13]",2,2,"T12, T13"
4,Q1,What is the measure of angle A in degrees?,36,The measure of angle A is directly given in the triples.,[19],1,1,T19
4,Q2,What is the relationship between line AB and circle O at point B?,tangent,The triple states that AB is tangent to circle O at point B.,[10],1,1,T10
4,Q3,What point does the extended line of AO intersect on circle O?,C,The triple states that AO intersects circle O at point C.,[12],1,1,T12
4,Q4,What is the center point of the circle labeled in the diagram?,O,The triple states that O is the center of circle O.,[15],1,1,T15
4,Q5,Is point B located on the circle?,Yes,The triple states that point B lies on circle O.,[13],1,1,T13
4,Q6,Is point C located on the circle?,Yes,The triple states that point C lies on circle O.,[14],1,1,T14
7,Q1,What is the measure of angle B in triangle ABC?,70_deg,The measure of angle B in triangle ABC is directly given in triple T13.,[13],1,1,T13
7,Q2,What is the measure of angle C in triangle ABC?,30_deg,The measure of angle C in triangle ABC is directly given in triple T14.,[14],1,1,T14
7,Q3,What is the measure of angle DAC in triangle ADE?,35_deg,The measure of angle DAC in triangle ADE is directly given in triple T15.,[15],1,1,T15
7,Q4,What is the stated relationship between triangle ABC and triangle ADE?,congruent_to,The relationship between triangle ABC and triangle ADE is stated in triple T8.,[8],1,1,T8
8,Q1,What is the length of BC?,5.0,The length of BC is directly given in triple T25.,"[23, 25]",2,2,"T23, T25"
8,Q2,What is the length of BF?,7.0,The length of BF is directly given in triple T26.,"[24, 26]",2,2,"T24, T26"
8,Q3,"Are points B, E, C, and F located on the same straight line?",null,"There is no information in the triples about whether points B, E, C, and F are colinear.",[],0,0,
9,Q1,What is the measure of angle C in triangle ABC?,90_deg,The measure of angle C in triangle ABC is explicitly given as 90 degrees in triple T25.,[25],1,1,T25
9,Q2,What is the relationship between sides AC and BC?,AC is parallel to BC,Triple T26 states that AC is parallel to BC.,[26],1,1,T26
