problem_index,ars_id,question,answer,reasoning,triples_used,triples_count,unique_triples_count,which_triples_used
10,Q1,What is the measure of angle A in triangle ABC?,36_deg,"The measure of angle A in triangle ABC is given directly by the perception triple [T8] (∠A, has_measure, 36_deg).",[8],1,1,T8
10,Q2,What is the relationship between sides AB and AC in triangle ABC?,equal,"From [T9] (AB, is_a, AC), we understand that AB and AC are equal.",[9],1,1,T9
10,Q3,What point does the perpendicular bisector of AB intersect AB at?,E,"Given [T19] (E, lies_on, AB) and [T15] (ED, perpendicular_to, AB), E is the point on AB where the perpendicular line ED intersects AB.","[15, 19]",2,2,"T15, T19"
10,Q4,What is the relationship between the perpendicular bisector line and segment AB?,perpendicular,"The relationship between the perpendicular bisector line ED and segment AB is given by [T15] (ED, perpendicular_to, AB).",[15],1,1,T15
10,Q5,What point on triangle ABC does the perpendicular bisector pass through besides E?,D,"Since [T20] (D, lies_on, AC) and the perpendicular bisector ED intersects AC at D, D is the point on triangle ABC that the perpendicular bisector passes through besides E.","[13, 20]",2,2,"T13, T20"
99,Q1,What is the label of the center of the circle?,O,The perception triple [T1] states that O is the center of the circle.,[1],1,1,T1
99,Q2,What is the relationship between line segment AB and the circle (diameter or chord)?,diameter,The perception triple [T6] states that AB is a diameter.,[6],1,1,T6
99,Q3,Which point on the circle is connected to both points A and C?,,There is no direct information about a point connected to both A and C.,[],0,0,
99,Q4,Which point on the circle is connected to both points A and D?,,There is no direct information about a point connected to both A and D.,[],0,0,
99,Q5,What is the measure in degrees of angle ADC?,26,The perception triple [T8] states that the measure of angle ADC is 26 degrees.,[8],1,1,T8
99,Q6,"Are points A, O, and B positioned on the same line (collinear or noncollinear)?",collinear,"Since AB is a diameter [T6] and O is the center of the circle [T1], points A, O, and B are on the same line.","[1, 6]",2,2,"T1, T6"
99,Q7,"Does point C lie on the circle's circumference (inside, outside, or on)?",,There is no direct information about point C's position relative to the circle's circumference.,[],0,0,
99,Q8,"Does point D lie on the circle's circumference (inside, outside, or on)?",on,"Since D is a point [T5] and CD is a chord [T7], point D must lie on the circle's circumference.","[5, 7]",2,2,"T5, T7"
119,Q1,What is the radius of the sector cardboard in cm?,24.0_cm,The radius of the sector cardboard is directly stated as 24.0_cm in triple T2.,[2],1,1,T2
119,Q2,What is the radius of the bottom surface of the conical hat in cm?,10.0_cm,The radius of the bottom surface of the conical hat is given as 10.0_cm in triple T4.,[4],1,1,T4
119,Q3,What shape is the cardboard that is used to make the conical hat?,sector,The shape of the cardboard used to make the conical hat is described as a 'sector cardboard' in triple T1 and T3.,"[1, 3]",2,2,"T1, T3"
119,Q4,What is the relationship between the radius of the sector and the slant height of the cone?,,The perception triples do not provide a direct relationship between the radius of the sector and the slant height of the cone. The radius of the sector cardboard is given but there's no information about the slant height of the cone.,[],0,0,
243,Q1,What is the expression for the distance from Des Moines to Phoenix?,110x + 53,The perception triple [T8] directly states that the distance from Des Moines to Phoenix has a measure of 110x + 53 miles.,[8],1,1,T8
243,Q2,What is the expression for the distance from Phoenix to Atlanta?,,"The perception triple [T9] mentions the distance from Phoenix to Atlanta but states it as '?', which is a placeholder for a final answer and cannot be used to derive an answer.",[],0,0,
243,Q3,What is the expression for the distance from Atlanta to Des Moines?,73.8x,The perception triple [T10] directly states that the distance from Atlanta to Des Moines has a measure of 73.8x miles.,[10],1,1,T10
243,Q4,What is the total trip distance in miles?,3482,The perception triple [T7] directly states that the total trip distance has a measure of 3482 miles.,[7],1,1,T7
257,Q1,What is the length of AB?,12_units,"The length of AB is given by the perception triple [T6] which states that (AB, has_measure, 12_units).",[6],1,1,T6
257,Q2,What is the length of AC?,16_units,"The length of AC is given by the perception triple [T7] which states (AC, has_measure, 16_units).",[7],1,1,T7
257,Q3,What is the length of ED?,5_units,"The length of ED is given by the perception triple [T8] which states (ED, has_measure, 5_units).",[8],1,1,T8
257,Q4,Are triangles ABE and ACD similar?,true,"Triangles ABE and ACD are similar as stated by the perception triple [T12] which states (ABE, similar_to, ACD).",[12],1,1,T12
257,Q5,Do triangles ABE and ACD share vertex A?,true,Both triangles ABE and ACD share vertex A as A is a point and part of both triangles.,"[1, 9, 10]",3,3,"T1, T9, T10"
257,Q6,Are segments BE and CD parallel?,true,"Segments BE and CD are parallel as stated by the perception triple [T11] which states (BE, parallel_to, CD).",[11],1,1,T11
432,Q1,What is the x-coordinate of the first endpoint?,4,"The x-coordinate of the first endpoint (A) is given by the measure of A, which is 4.",[4],1,1,T4
432,Q2,What is the y-coordinate of the first endpoint?,,The y-coordinate of the first endpoint (A) is not provided in the perception triples.,[],0,0,
432,Q3,What is the x-coordinate of the second endpoint?,,"The x-coordinate of the second endpoint (B) is not uniquely provided; the triples give two different measures for B (5 and 2), which seems inconsistent for a coordinate.",[],0,0,
432,Q4,What is the y-coordinate of the second endpoint?,2,"The y-coordinate of the second endpoint (B) is given by one of the measures of B, which is 2.",[7],1,1,T7
