problem_index,case_id,case_label,status,subject,predicate,object
1,20,half_text + noisy_half_diagram[pixel_noise],OK,A,is_a,point
1,20,half_text + noisy_half_diagram[pixel_noise],OK,B,is_a,point
1,20,half_text + noisy_half_diagram[pixel_noise],OK,C,is_a,point
1,20,half_text + noisy_half_diagram[pixel_noise],OK,D,is_a,point
1,20,half_text + noisy_half_diagram[pixel_noise],OK,E,is_a,point
1,20,half_text + noisy_half_diagram[pixel_noise],OK,ABC,is_a,triangle
1,20,half_text + noisy_half_diagram[pixel_noise],OK,AB,is_a,segment
1,20,half_text + noisy_half_diagram[pixel_noise],OK,AC,is_a,segment
1,20,half_text + noisy_half_diagram[pixel_noise],OK,BC,is_a,segment
1,20,half_text + noisy_half_diagram[pixel_noise],OK,DE,is_a,segment
1,20,half_text + noisy_half_diagram[pixel_noise],OK,A,connects,B
1,20,half_text + noisy_half_diagram[pixel_noise],OK,A,connects,C
1,20,half_text + noisy_half_diagram[pixel_noise],OK,B,connects,C
1,20,half_text + noisy_half_diagram[pixel_noise],OK,D,lies_on,AB
1,20,half_text + noisy_half_diagram[pixel_noise],OK,E,lies_on,AC
1,20,half_text + noisy_half_diagram[pixel_noise],OK,DE,parallel_to,BC
1,20,half_text + noisy_half_diagram[pixel_noise],OK,∠ABC,has_measure,60_deg
1,20,half_text + noisy_half_diagram[pixel_noise],OK,∠BAC,has_measure,80_deg
,,,,,,
2,20,half_text + noisy_half_diagram[pixel_noise],OK,A,is_a,point
2,20,half_text + noisy_half_diagram[pixel_noise],OK,B,is_a,point
2,20,half_text + noisy_half_diagram[pixel_noise],OK,AB,is_a,segment
2,20,half_text + noisy_half_diagram[pixel_noise],OK,AB,parallel_to,CD
2,20,half_text + noisy_half_diagram[pixel_noise],OK,CD,is_a,segment
2,20,half_text + noisy_half_diagram[pixel_noise],OK,E,is_a,point
2,20,half_text + noisy_half_diagram[pixel_noise],OK,F,is_a,point
2,20,half_text + noisy_half_diagram[pixel_noise],OK,G,is_a,point
2,20,half_text + noisy_half_diagram[pixel_noise],OK,EF,is_a,segment
2,20,half_text + noisy_half_diagram[pixel_noise],OK,EG,is_a,segment
2,20,half_text + noisy_half_diagram[pixel_noise],OK,EF,intersects,AB
2,20,half_text + noisy_half_diagram[pixel_noise],OK,EF,intersects,CD
2,20,half_text + noisy_half_diagram[pixel_noise],OK,EG,intersects,CD
2,20,half_text + noisy_half_diagram[pixel_noise],OK,EG,bisects,∠BEF
2,20,half_text + noisy_half_diagram[pixel_noise],OK,∠EFG,is_a,angle
2,20,half_text + noisy_half_diagram[pixel_noise],OK,∠EGF,is_a,angle
2,20,half_text + noisy_half_diagram[pixel_noise],OK,∠EFG,has_measure,?
2,20,half_text + noisy_half_diagram[pixel_noise],OK,∠EGF,has_measure,?
2,20,half_text + noisy_half_diagram[pixel_noise],OK,∠CFG,has_measure,50_deg
,,,,,,
3,20,half_text + noisy_half_diagram[pixel_noise],OK,A,is_a,point
3,20,half_text + noisy_half_diagram[pixel_noise],OK,B,is_a,point
3,20,half_text + noisy_half_diagram[pixel_noise],OK,C,is_a,point
3,20,half_text + noisy_half_diagram[pixel_noise],OK,D,is_a,point
3,20,half_text + noisy_half_diagram[pixel_noise],OK,BC,is_a,segment
3,20,half_text + noisy_half_diagram[pixel_noise],OK,BA,is_a,segment
3,20,half_text + noisy_half_diagram[pixel_noise],OK,BD,is_a,segment
3,20,half_text + noisy_half_diagram[pixel_noise],OK,CD,is_a,segment
3,20,half_text + noisy_half_diagram[pixel_noise],OK,∠ABC,is_a,angle
