kind,run_folder,case_label,total,correct,wrong,accuracy_pct,wrong_pct
OVERALL,,,5400,677,4723,12.537,87.463
RUN,run-1-gemma,,1800,231,1569,12.833,87.167
RUN,run-2-gemma,,1800,228,1572,12.667,87.333
RUN,run-3-gemma,,1800,218,1582,12.111,87.889
RUN_CASE,run-1-gemma,full_text + full_diagram,90,17,73,18.889,81.111
RUN_CASE,run-1-gemma,half_text + half_diagram,90,10,80,11.111,88.889
RUN_CASE,run-1-gemma,noisy_text[numeric] + full_diagram,90,15,75,16.667,83.333
RUN_CASE,run-1-gemma,noisy_text[punctuation] + full_diagram,90,9,81,10.0,90.0
RUN_CASE,run-1-gemma,noisy_text[sentence] + full_diagram,90,11,79,12.222,87.778
RUN_CASE,run-1-gemma,noisy_text[typo] + full_diagram,90,13,77,14.444,85.556
RUN_CASE,run-1-gemma,full_text + noisy_diagram[bg_change],90,12,78,13.333,86.667
RUN_CASE,run-1-gemma,full_text + noisy_diagram[blur],90,11,79,12.222,87.778
RUN_CASE,run-1-gemma,full_text + noisy_diagram[illumination],90,13,77,14.444,85.556
RUN_CASE,run-1-gemma,full_text + noisy_diagram[irr_objects],90,11,79,12.222,87.778
RUN_CASE,run-1-gemma,full_text + noisy_diagram[pixel_noise],90,14,76,15.556,84.444
RUN_CASE,run-1-gemma,noisy_half_text[numeric] + half_diagram,90,12,78,13.333,86.667
RUN_CASE,run-1-gemma,noisy_half_text[punctuation] + half_diagram,90,11,79,12.222,87.778
RUN_CASE,run-1-gemma,noisy_half_text[sentence] + half_diagram,90,6,84,6.667,93.333
RUN_CASE,run-1-gemma,noisy_half_text[typo] + half_diagram,90,10,80,11.111,88.889
RUN_CASE,run-1-gemma,half_text + noisy_half_diagram[bg_change],90,12,78,13.333,86.667
RUN_CASE,run-1-gemma,half_text + noisy_half_diagram[blur],90,11,79,12.222,87.778
RUN_CASE,run-1-gemma,half_text + noisy_half_diagram[illumination],90,9,81,10.0,90.0
RUN_CASE,run-1-gemma,half_text + noisy_half_diagram[irr_objects],90,11,79,12.222,87.778
RUN_CASE,run-1-gemma,half_text + noisy_half_diagram[pixel_noise],90,13,77,14.444,85.556
RUN_CASE,run-2-gemma,full_text + full_diagram,90,13,77,14.444,85.556
RUN_CASE,run-2-gemma,half_text + half_diagram,90,9,81,10.0,90.0
RUN_CASE,run-2-gemma,noisy_text[numeric] + full_diagram,90,13,77,14.444,85.556
RUN_CASE,run-2-gemma,noisy_text[punctuation] + full_diagram,90,12,78,13.333,86.667
RUN_CASE,run-2-gemma,noisy_text[sentence] + full_diagram,90,16,74,17.778,82.222
RUN_CASE,run-2-gemma,noisy_text[typo] + full_diagram,90,13,77,14.444,85.556
RUN_CASE,run-2-gemma,full_text + noisy_diagram[bg_change],90,14,76,15.556,84.444
RUN_CASE,run-2-gemma,full_text + noisy_diagram[blur],90,12,78,13.333,86.667
RUN_CASE,run-2-gemma,full_text + noisy_diagram[illumination],90,12,78,13.333,86.667
RUN_CASE,run-2-gemma,full_text + noisy_diagram[irr_objects],90,15,75,16.667,83.333
RUN_CASE,run-2-gemma,full_text + noisy_diagram[pixel_noise],90,11,79,12.222,87.778
RUN_CASE,run-2-gemma,noisy_half_text[numeric] + half_diagram,90,8,82,8.889,91.111
RUN_CASE,run-2-gemma,noisy_half_text[punctuation] + half_diagram,90,12,78,13.333,86.667
