problem_index,ars_id,question,answer,reasoning,triples_used,triples_count,unique_triples_count,which_triples_used
1,Q1,What is the measure of angle A in triangle ABC?,80_deg,Triple T6 states that ∠A has a measure of 80_deg.,[6],1,1,T6
1,Q2,What is the measure of angle B in triangle ABC?,60_deg,Triple T7 states that ∠B has a measure of 60_deg.,[7],1,1,T7
1,Q3,What is the relationship between line DE and line BC?,parallel_to,Triple T10 states that DE is parallel to BC.,[10],1,1,T10
1,Q4,Where is point D located in relation to side AB?,null,The perception triples do not provide information about the location of point D relative to side AB.,[],0,0,
1,Q5,Where is point E located in relation to side AC?,null,The perception triples do not provide information about the location of point E relative to side AC.,[],0,0,
2,Q1,What is the relationship between lines AB and CD?,parallel,Triple [T14] states that AB is parallel to CD.,[14],1,1,T14
2,Q2,What is the measure of angle EFG in degrees?,50,Triple [T18] states that ∠EFG has a measure of 50 degrees.,[18],1,1,T18
2,Q3,Does line EG bisect angle BEF?,yes,Triple [T17] states that EG bisects ∠BEF.,[17],1,1,T17
2,Q4,At what point does line EF intersect line AB?,null,The perception triples do not provide information about the intersection point of EF and AB.,[],0,0,
2,Q5,At what point does line EF intersect line CD?,null,The perception triples do not provide information about the intersection point of EF and CD.,[],0,0,
2,Q6,At what point does line EG intersect line CD?,null,The perception triples do not provide information about the intersection point of EG and CD.,[],0,0,
3,Q1,What is the measure of angle BCD?,70_deg,Triple T6 states that ∠BCD has a measure of 70_deg.,[6],1,1,T6
3,Q2,What is the relationship between line segment CD and line segment AB?,parallel,Triple T7 states that CD is parallel to AB.,[7],1,1,T7
3,Q3,What does the line segment BD do to angle ABC?,bisects,Triple T8 states that BD bisects ∠ABC.,[8],1,1,T8
3,Q4,At which point do line segments BC and BA intersect?,BC,Triple T12 states that AB intersects BC.,[12],1,1,T12
4,Q1,What is the measure of angle A in degrees?,36,Triple T9 states that ∠AOB has a measure of 36_deg.,[9],1,1,T9
4,Q2,What is the relationship between line AB and circle O at point B?,tangent,Triple T10 states that AB is tangent to O at point O.,[10],1,1,T10
4,Q3,What point does the extended line of AO intersect on circle O?,null,The perception triples do not provide information about where the extended line of AO intersects the circle.,[],0,0,
4,Q4,What is the center point of the circle labeled in the diagram?,O,Triple T3 states that O is a point.,[3],1,1,T3
4,Q5,Is point B located on the circle?,false,"Triple T13 states that B lies on AB, but does not state that B lies on the circle.",[13],1,1,T13
4,Q6,Is point C located on the circle?,false,"Triple T12 states that C lies on O, but does not state that C lies on the circle.",[12],1,1,T12
7,Q1,What is the measure of angle B in triangle ABC?,70°,Triple T21 states that ∠ABC has a measure of 70°.,[21],1,1,T21
7,Q2,What is the measure of angle C in triangle ABC?,30°,Triple T22 states that ∠ACB has a measure of 30°.,[22],1,1,T22
7,Q3,What is the measure of angle DAC in triangle ADE?,35°,Triple T23 states that ∠DAE has a measure of 35°.,[23],1,1,T23
7,Q4,What is the stated relationship between triangle ABC and triangle ADE?,null,"The perception triples do not provide information about the relationship between triangle ABC and triangle ADE. They only describe individual angles and their measures, as well as the existence of points and segments.",[],0,0,
