problem_index,ars_id,question,answer,reasoning,triples_used,triples_count,unique_triples_count,which_triples_used
1,Q1,What is the measure of angle A in triangle ABC?,80_deg,The measure of angle A is directly given in triple T6.,[6],1,1,T6
1,Q2,What is the measure of angle B in triangle ABC?,60_deg,The measure of angle B is directly given in triple T8.,[8],1,1,T8
1,Q3,What is the relationship between line DE and line BC?,parallel,The relationship between line DE and line BC is directly given in triple T17.,[17],1,1,T17
1,Q4,Where is point D located in relation to side AB?,lies_on,The location of point D in relation to side AB is directly given in triple T15.,[15],1,1,T15
1,Q5,Where is point E located in relation to side AC?,lies_on,The location of point E in relation to side AC is directly given in triple T16.,[16],1,1,T16
2,Q1,What is the relationship between lines AB and CD?,parallel,Triple T5 states that AB is parallel to CD.,[5],1,1,T5
2,Q2,What is the measure of angle EFG in degrees?,50,Triple T14 states that angle EFG has a measure of 50 degrees.,[14],1,1,T14
2,Q3,Does line EG bisect angle BEF?,Yes,Triple T12 states that EG bisects angle BEF.,[12],1,1,T12
2,Q4,At what point does line EF intersect line AB?,E,Triple T6 states that EF intersects AB at point E.,[6],1,1,T6
2,Q5,At what point does line EF intersect line CD?,F,Triple T7 states that EF intersects CD at point F.,[7],1,1,T7
2,Q6,At what point does line EG intersect line CD?,G,Triple T10 states that EG intersects CD at point G.,[10],1,1,T10
3,Q1,What is the measure of angle BCD?,70_deg,The measure of angle BCD is directly given in triple T25.,[25],1,1,T25
3,Q2,What is the relationship between line segment CD and line segment AB?,parallel_to,The relationship between line segment CD and line segment AB is directly given in triple T26.,[26],1,1,T26
3,Q3,What does the line segment BD do to angle ABC?,bisects,The action of line segment BD on angle ABC is directly given in triple T27.,[27],1,1,T27
3,Q4,At which point do line segments BC and BA intersect?,B,"Line segments BC and BA intersect at point B, as indicated by triples T23 and T24.","[23, 24]",2,2,"T23, T24"
4,Q1,What is the measure of angle A in degrees?,36,The measure of angle A is directly given as 36 degrees in triple T20.,[20],1,1,T20
4,Q2,What is the relationship between line AB and circle O at point B?,tangent,"Triple T10 states that AB is tangent to circle O, and since B is a point on AB, the relationship is tangent at point B.",[10],1,1,T10
4,Q3,What point does the extended line of AO intersect on circle O?,A,"Triple T13 states that AO connects point A, and since AO intersects circle O (T12), the extended line of AO intersects circle O at point A.","[12, 13]",2,2,"T12, T13"
4,Q4,What is the center point of the circle labeled in the diagram?,O,Triple T19 states that O is the center of circle O.,[19],1,1,T19
4,Q5,Is point B located on the circle?,no,"Triple T10 states that AB is tangent to circle O at point B, but it does not explicitly state that point B is on the circle. However, since AB is tangent to the circle at B, point B must be on the circle.",[10],1,1,T10
4,Q6,Is point C located on the circle?,no,There is no triple that explicitly states that point C is on the circle.,[],0,0,
7,Q1,What is the measure of angle B in triangle ABC?,70_deg,The measure of angle B is directly given in triple T12.,[12],1,1,T12
7,Q2,What is the measure of angle C in triangle ABC?,30_deg,The measure of angle C is directly given in triple T13.,[13],1,1,T13
7,Q3,What is the measure of angle DAC in triangle ADE?,35_deg,The measure of angle DAC is directly given in triple T14.,[14],1,1,T14
7,Q4,What is the stated relationship between triangle ABC and triangle ADE?,congruent,The relationship between triangle ABC and triangle ADE is stated as congruent in triple T15.,[15],1,1,T15
8,Q1,What is the length of BC?,5_units,The length of BC is directly given in the triples.,"[13, 17]",2,2,"T13, T17"
8,Q2,What is the length of BF?,7_units,The length of BF is directly given in the triples.,"[14, 18]",2,2,"T14, T18"
