problem_index,ars_id,question,answer,reasoning,triples_used,triples_count,unique_triples_count,which_triples_used
1,Q1,What is the measure of angle A in triangle ABC?,80_deg,The measure of angle A in triangle ABC is directly given by triple T11.,[11],1,1,T11
1,Q2,What is the measure of angle B in triangle ABC?,60_deg,The measure of angle B in triangle ABC is directly given by triple T10.,[10],1,1,T10
1,Q3,What is the relationship between line DE and line BC?,parallel,Triple T16 states that DE is parallel to BC.,[16],1,1,T16
1,Q4,Where is point D located in relation to side AB?,lies_on,Triple T12 states that point D lies on segment AB.,[12],1,1,T12
1,Q5,Where is point E located in relation to side AC?,lies_on,Triple T13 states that point E lies on segment AC.,[13],1,1,T13
2,Q1,What is the relationship between lines AB and CD?,parallel,Triple T12 states that AB is parallel to CD.,[12],1,1,T12
2,Q2,What is the measure of angle EFG in degrees?,50,Triple T16 states that angle EFG has a measure of 50 degrees.,[16],1,1,T16
2,Q3,Does line EG bisect angle BEF?,Yes,Triple T15 states that EG bisects angle BEF.,[15],1,1,T15
2,Q4,At what point does line EF intersect line AB?,,The perception triples do not specify the point of intersection between EF and AB.,[],0,0,
2,Q5,At what point does line EF intersect line CD?,,The perception triples do not specify the point of intersection between EF and CD.,[],0,0,
2,Q6,At what point does line EG intersect line CD?,,The perception triples do not specify the point of intersection between EG and CD.,[],0,0,
3,Q1,What is the measure of angle BCD?,70,The measure of angle BCD is directly given in the triples.,[10],1,1,T10
3,Q2,What is the relationship between line segment CD and line segment AB?,parallel,The relationship between line segment CD and line segment AB is given as parallel in the triples.,[16],1,1,T16
3,Q3,What does the line segment BD do to angle ABC?,bisects,The line segment BD bisects angle ABC as stated in the triples.,[15],1,1,T15
3,Q4,At which point do line segments BC and BA intersect?,B,Line segments BC and BA intersect at point B as given in the triples.,[11],1,1,T11
4,Q1,What is the measure of angle A in degrees?,36,The measure of angle A is directly given by triple T13.,[13],1,1,T13
4,Q2,What is the relationship between line AB and circle O at point B?,tangent,Triple T9 states that AB is tangent to circle O at point B.,[9],1,1,T9
4,Q3,What point does the extended line of AO intersect on circle O?,null,The exact point where the extended line of AO intersects the circle O is not specified in the triples.,[],0,0,
4,Q4,What is the center point of the circle labeled in the diagram?,O,"Triple T4 states that O is a point, and by convention, O is the center of the circle.",[4],1,1,T4
4,Q5,Is point B located on the circle?,yes,Triple T10 states that point B lies on circle O.,[10],1,1,T10
4,Q6,Is point C located on the circle?,yes,Triple T11 states that point C lies on circle O.,[11],1,1,T11
7,Q1,What is the measure of angle B in triangle ABC?,70_deg,The measure of angle B in triangle ABC is directly given in the perception triples.,[13],1,1,T13
7,Q2,What is the measure of angle C in triangle ABC?,30_deg,The measure of angle C in triangle ABC is directly given in the perception triples.,[14],1,1,T14
7,Q3,What is the measure of angle DAC in triangle ADE?,35_deg,The measure of angle DAC in triangle ADE is directly given in the perception triples.,[15],1,1,T15
