problem_index,ars_id,question,answer,reasoning,triples_used,triples_count,unique_triples_count,which_triples_used
1,Q1,What is the measure of angle A in triangle ABC?,80_deg,The measure of angle A is directly given in the triples.,[15],1,1,T15
1,Q2,What is the measure of angle B in triangle ABC?,60_deg,The measure of angle B is directly given in the triples.,[16],1,1,T16
1,Q3,What is the relationship between line DE and line BC?,parallel,The relationship between line DE and line BC is directly stated in the triples.,[19],1,1,T19
1,Q4,Where is point D located in relation to side AB?,lies_on,The location of point D in relation to side AB is directly stated in the triples.,[17],1,1,T17
1,Q5,Where is point E located in relation to side AC?,lies_on,The location of point E in relation to side AC is directly stated in the triples.,[18],1,1,T18
2,Q1,What is the relationship between lines AB and CD?,parallel,Triple T16 states that AB is parallel to CD.,[16],1,1,T16
2,Q2,What is the measure of angle EFG in degrees?,,The measure of angle EFG cannot be determined from the given triples.,[],0,0,
2,Q3,Does line EG bisect angle BEF?,yes,Triple T20 states that EG bisects angle BEF.,[20],1,1,T20
2,Q4,At what point does line EF intersect line AB?,E,"Triple T17 states that EF intersects AB, and since E is a point on EF (from T10), the intersection point is E.","[10, 17]",2,2,"T10, T17"
2,Q5,At what point does line EF intersect line CD?,F,"Triple T18 states that EF intersects CD, and since F is a point on EF (from T10), the intersection point is F.","[10, 18]",2,2,"T10, T18"
2,Q6,At what point does line EG intersect line CD?,G,"Triple T19 states that EG intersects CD, and since G is a point on EG (from T11), the intersection point is G.","[11, 19]",2,2,"T11, T19"
3,Q1,What is the measure of angle BCD?,70 degrees,The measure of angle BCD is directly given in triple T17.,[17],1,1,T17
3,Q2,What is the relationship between line segment CD and line segment AB?,parallel,Triple T16 states that CD is parallel to AB.,[16],1,1,T16
3,Q3,What does the line segment BD do to angle ABC?,bisects,Triple T15 states that BD bisects angle ABC.,[15],1,1,T15
3,Q4,At which point do line segments BC and BA intersect?,B,Triple T13 and T14 state that both BC and BA intersect at point B.,"[13, 14]",2,2,"T13, T14"
4,Q1,What is the measure of angle A in degrees?,36,The measure of angle A is directly given as 36 degrees in triple T19.,[19],1,1,T19
4,Q2,What is the relationship between line AB and circle O at point B?,tangent,Triple T11 states that AB is tangent to circle O at point B.,[11],1,1,T11
4,Q3,What point does the extended line of AO intersect on circle O?,O,"Triple T14 states that AO intersects circle O, and since O is the center, the extended line of AO will intersect the circle at O.",[14],1,1,T14
4,Q4,What is the center point of the circle labeled in the diagram?,O,"Triple T14 states that AO intersects circle O, implying O is the center of the circle.",[14],1,1,T14
4,Q5,Is point B located on the circle?,yes,Triple T12 states that point B lies on circle O.,[12],1,1,T12
4,Q6,Is point C located on the circle?,yes,Triple T13 states that point C lies on circle O.,[13],1,1,T13
7,Q1,What is the measure of angle B in triangle ABC?,70_deg,The measure of angle B is directly given in triple T12.,[12],1,1,T12
7,Q2,What is the measure of angle C in triangle ABC?,30_deg,The measure of angle C is directly given in triple T13.,[13],1,1,T13
7,Q3,What is the measure of angle DAC in triangle ADE?,35_deg,The measure of angle DAC is directly given in triple T14.,[14],1,1,T14
7,Q4,What is the stated relationship between triangle ABC and triangle ADE?,congruent_to,The relationship between triangle ABC and triangle ADE is directly given in triple T15.,[15],1,1,T15
8,Q1,What is the length of BC?,5.0_units,The length of BC is directly given in triple T13.,"[12, 13]",2,2,"T12, T13"
8,Q2,What is the length of BF?,7.0_units,The length of BF is directly given in triple T15.,"[14, 15]",2,2,"T14, T15"
8,Q4,"Are points B, E, C, and F located on the same straight line?",null,"There is no information in the triples about the collinearity of points B, E, C, and F.",[],0,0,
9,Q1,What is the measure of angle C in triangle ABC?,90 degrees,The measure of angle C is explicitly given as 90 degrees in triple T15.,[15],1,1,T15
