problem_index,ars_id,question,answer,reasoning,triples_used,triples_count,unique_triples_count,which_triples_used
1,Q1,What is the measure of angle A in triangle ABC?,80_deg,The measure of angle A is directly given in triple T6.,[6],1,1,T6
1,Q2,What is the measure of angle B in triangle ABC?,60_deg,The measure of angle B is directly given in triple T8.,[8],1,1,T8
1,Q3,What is the relationship between line DE and line BC?,parallel,Triple T14 states that segment DE is parallel to BC.,[14],1,1,T14
1,Q4,Where is point D located in relation to side AB?,lies_on,Triple T11 states that point D lies on AB.,[11],1,1,T11
1,Q5,Where is point E located in relation to side AC?,lies_on,Triple T12 states that point E lies on AC.,[12],1,1,T12
2,Q1,What is the relationship between lines AB and CD?,parallel,Triple T15 states that AB is parallel to CD.,[15],1,1,T15
2,Q2,What is the measure of angle EFG in degrees?,50,Triple T20 states that the measure of angle EFG is 50 degrees.,[20],1,1,T20
2,Q3,Does line EG bisect angle BEF?,Yes,Triple T19 states that EG bisects angle BEF.,[19],1,1,T19
2,Q4,At what point does line EF intersect line AB?,null,The triples do not specify the point of intersection between EF and AB.,[],0,0,
2,Q5,At what point does line EF intersect line CD?,null,The triples do not specify the point of intersection between EF and CD.,[],0,0,
2,Q6,At what point does line EG intersect line CD?,null,The triples do not specify the point of intersection between EG and CD.,[],0,0,
3,Q1,What is the measure of angle BCD?,70_deg,The measure of angle BCD is directly given in triple T13.,[13],1,1,T13
3,Q2,What is the relationship between line segment CD and line segment AB?,parallel_to,Triple T11 states that CD is parallel to AB.,[11],1,1,T11
3,Q3,What does the line segment BD do to angle ABC?,bisects,Triple T8 states that BD bisects angle ABC.,[8],1,1,T8
3,Q4,At which point do line segments BC and BA intersect?,B,Triples T3 and T4 state that both BC and BA intersect at point B.,"[3, 4]",2,2,"T3, T4"
4,Q1,What is the measure of angle A in degrees?,36,The measure of angle A is directly given as 36 degrees in triple T12.,[12],1,1,T12
4,Q2,What is the relationship between line AB and circle O at point B?,tangent,Triple T4 states that AB is tangent to circle O at point B.,[4],1,1,T4
4,Q3,What point does the extended line of AO intersect on circle O?,C,Triple T8 states that AO intersects circle O at point C.,[8],1,1,T8
4,Q4,What is the center point of the circle labeled in the diagram?,O,Triple T14 states that O is the center of circle O.,[14],1,1,T14
4,Q5,Is point B located on the circle?,null,The triples do not provide information about whether point B is located on the circle.,[],0,0,
4,Q6,Is point C located on the circle?,yes,"Triple T8 states that AO intersects circle O at point C, implying that point C is located on the circle.",[8],1,1,T8
7,Q1,What is the measure of angle B in triangle ABC?,70_deg,The measure of angle B in triangle ABC is directly given in triple T13.,[13],1,1,T13
7,Q2,What is the measure of angle C in triangle ABC?,30_deg,The measure of angle C in triangle ABC is directly given in triple T14.,[14],1,1,T14
7,Q3,What is the measure of angle DAC in triangle ADE?,35_deg,The measure of angle DAC in triangle ADE is directly given in triple T15.,[15],1,1,T15
7,Q4,What is the stated relationship between triangle ABC and triangle ADE?,congruent_to,The relationship between triangle ABC and triangle ADE is directly given in triple T17.,[17],1,1,T17
8,Q1,What is the length of BC?,5.0_units,The length of BC is directly given in the perception triples.,"[12, 16]",2,2,"T12, T16"
8,Q2,What is the length of BF?,7.0_units,The length of BF is directly given in the perception triples.,"[13, 17]",2,2,"T13, T17"
8,Q4,"Are points B, E, C, and F located on the same straight line?",null,"There is no information in the perception triples that indicates whether points B, E, C, and F are colinear.",[],0,0,
