Per-problem table:
Problem_Index   | APS questions | Answered | Correct | Accuracy          
---------------------------------------------------------------------------
1               | 5             | 4        | 4       | 4/5 = 80.00%
2               | 6             | 3        | 3       | 3/6 = 50.00%
3               | 4             | 2        | 2       | 2/4 = 50.00%
4               | 6             | 5        | 5       | 5/6 = 83.33%
7               | 4             | 2        | 2       | 2/4 = 50.00%
8               | 3             | 1        | 1       | 1/3 = 33.33%
9               | 7             | 5        | 4       | 4/7 = 57.14%
10              | 5             | 3        | 1       | 1/5 = 20.00%
11              | 4             | 1        | 1       | 1/4 = 25.00%
14              | 5             | 0        | 0       | 0/5 = 0.00%
16              | 4             | 4        | 4       | 4/4 = 100.00%
17              | 4             | 3        | 2       | 2/4 = 50.00%
20              | 3             | 3        | 3       | 3/3 = 100.00%
22              | 5             | 2        | 1       | 1/5 = 20.00%
25              | 3             | 2        | 2       | 2/3 = 66.67%
26              | 5             | 2        | 1       | 1/5 = 20.00%
29              | 4             | 3        | 1       | 1/4 = 25.00%
30              | 2             | 0        | 0       | 0/2 = 0.00%
32              | 6             | 5        | 3       | 3/6 = 50.00%
34              | 5             | 2        | 1       | 1/5 = 20.00%
36              | 4             | 2        | 1       | 1/4 = 25.00%
37              | 4             | 4        | 2       | 2/4 = 50.00%
38              | 3             | 2        | 1       | 1/3 = 33.33%
40              | 3             | 2        | 1       | 1/3 = 33.33%
43              | 4             | 0        | 0       | 0/4 = 0.00%
44              | 4             | 0        | 0       | 0/4 = 0.00%
45              | 2             | 1        | 0       | 0/2 = 0.00%
46              | 3             | 1        | 1       | 1/3 = 33.33%
48              | 5             | 4        | 3       | 3/5 = 60.00%
49              | 5             | 4        | 4       | 4/5 = 80.00%
50              | 4             | 3        | 2       | 2/4 = 50.00%
53              | 5             | 2        | 1       | 1/5 = 20.00%
55              | 5             | 4        | 2       | 2/5 = 40.00%
56              | 5             | 1        | 1       | 1/5 = 20.00%
57              | 3             | 1        | 1       | 1/3 = 33.33%
58              | 4             | 2        | 2       | 2/4 = 50.00%
59              | 3             | 2        | 2       | 2/3 = 66.67%
60              | 3             | 2        | 2       | 2/3 = 66.67%
64              | 4             | 2        | 2       | 2/4 = 50.00%
72              | 5             | 4        | 3       | 3/5 = 60.00%
73              | 3             | 3        | 2       | 2/3 = 66.67%
78              | 3             | 2        | 2       | 2/3 = 66.67%
79              | 5             | 4        | 4       | 4/5 = 80.00%
81              | 4             | 2        | 1       | 1/4 = 25.00%
84              | 5             | 1        | 1       | 1/5 = 20.00%
86              | 4             | 1        | 1       | 1/4 = 25.00%
88              | 5             | 2        | 2       | 2/5 = 40.00%
95              | 5             | 2        | 1       | 1/5 = 20.00%
99              | 8             | 4        | 3       | 3/8 = 37.50%
108             | 4             | 2        | 0       | 0/4 = 0.00%
109             | 3             | 1        | 1       | 1/3 = 33.33%
112             | 3             | 3        | 2       | 2/3 = 66.67%
114             | 6             | 6        | 6       | 6/6 = 100.00%
115             | 2             | 1        | 0       | 0/2 = 0.00%
117             | 3             | 1        | 1       | 1/3 = 33.33%
119             | 4             | 2        | 0       | 0/4 = 0.00%
120             | 3             | 0        | 0       | 0/3 = 0.00%
123             | 4             | 4        | 4       | 4/4 = 100.00%
128             | 4             | 1        | 1       | 1/4 = 25.00%
132             | 6             | 5        | 5       | 5/6 = 83.33%
133             | 9             | 3        | 3       | 3/9 = 33.33%
149             | 6             | 4        | 2       | 2/6 = 33.33%
150             | 6             | 4        | 4       | 4/6 = 66.67%
151             | 3             | 2        | 2       | 2/3 = 66.67%
152             | 3             | 1        | 1       | 1/3 = 33.33%
153             | 6             | 4        | 4       | 4/6 = 66.67%
157             | 3             | 3        | 3       | 3/3 = 100.00%
165             | 4             | 4        | 4       | 4/4 = 100.00%
198             | 3             | 2        | 2       | 2/3 = 66.67%
207             | 3             | 2        | 1       | 1/3 = 33.33%
210             | 4             | 3        | 3       | 3/4 = 75.00%
211             | 6             | 2        | 2       | 2/6 = 33.33%
223             | 3             | 2        | 1       | 1/3 = 33.33%
239             | 6             | 2        | 2       | 2/6 = 33.33%
243             | 4             | 2        | 1       | 1/4 = 25.00%
257             | 6             | 4        | 4       | 4/6 = 66.67%
264             | 6             | 3        | 2       | 2/6 = 33.33%
281             | 4             | 4        | 4       | 4/4 = 100.00%
327             | 4             | 3        | 1       | 1/4 = 25.00%
348             | 2             | 0        | 0       | 0/2 = 0.00%
364             | 3             | 2        | 1       | 1/3 = 33.33%
365             | 2             | 2        | 2       | 2/2 = 100.00%
420             | 3             | 2        | 1       | 1/3 = 33.33%
432             | 4             | 0        | 0       | 0/4 = 0.00%
438             | 6             | 3        | 0       | 0/6 = 0.00%
441             | 3             | 1        | 1       | 1/3 = 33.33%
447             | 4             | 0        | 0       | 0/4 = 0.00%
449             | 2             | 1        | 0       | 0/2 = 0.00%
457             | 3             | 0        | 0       | 0/3 = 0.00%
472             | 4             | 0        | 0       | 0/4 = 0.00%
---------------------------------------------------------------------------
TOTAL           | 377           | 207      | 160     | 160/377 = 42.44%
