kind,run_folder,case_label,total,correct,wrong,accuracy_pct,wrong_pct
OVERALL,,,5400,826,4574,15.296,84.704
RUN,run-1-mistral,,1800,283,1517,15.722,84.278
RUN,run-2-mistral,,1800,262,1538,14.556,85.444
RUN,run-3-mistral,,1800,281,1519,15.611,84.389
RUN_CASE,run-1-mistral,full_text + full_diagram,90,17,73,18.889,81.111
RUN_CASE,run-1-mistral,half_text + half_diagram,90,13,77,14.444,85.556
RUN_CASE,run-1-mistral,noisy_text[numeric] + full_diagram,90,10,80,11.111,88.889
RUN_CASE,run-1-mistral,noisy_text[punctuation] + full_diagram,90,16,74,17.778,82.222
RUN_CASE,run-1-mistral,noisy_text[sentence] + full_diagram,90,14,76,15.556,84.444
RUN_CASE,run-1-mistral,noisy_text[typo] + full_diagram,90,14,76,15.556,84.444
RUN_CASE,run-1-mistral,full_text + noisy_diagram[bg_change],90,12,78,13.333,86.667
RUN_CASE,run-1-mistral,full_text + noisy_diagram[blur],90,12,78,13.333,86.667
RUN_CASE,run-1-mistral,full_text + noisy_diagram[illumination],90,10,80,11.111,88.889
RUN_CASE,run-1-mistral,full_text + noisy_diagram[irr_objects],90,12,78,13.333,86.667
RUN_CASE,run-1-mistral,full_text + noisy_diagram[pixel_noise],90,12,78,13.333,86.667
RUN_CASE,run-1-mistral,noisy_half_text[numeric] + half_diagram,90,18,72,20.0,80.0
RUN_CASE,run-1-mistral,noisy_half_text[punctuation] + half_diagram,90,16,74,17.778,82.222
RUN_CASE,run-1-mistral,noisy_half_text[sentence] + half_diagram,90,15,75,16.667,83.333
RUN_CASE,run-1-mistral,noisy_half_text[typo] + half_diagram,90,16,74,17.778,82.222
RUN_CASE,run-1-mistral,half_text + noisy_half_diagram[bg_change],90,17,73,18.889,81.111
RUN_CASE,run-1-mistral,half_text + noisy_half_diagram[blur],90,19,71,21.111,78.889
RUN_CASE,run-1-mistral,half_text + noisy_half_diagram[illumination],90,15,75,16.667,83.333
RUN_CASE,run-1-mistral,half_text + noisy_half_diagram[irr_objects],90,12,78,13.333,86.667
RUN_CASE,run-1-mistral,half_text + noisy_half_diagram[pixel_noise],90,13,77,14.444,85.556
RUN_CASE,run-2-mistral,full_text + full_diagram,90,14,76,15.556,84.444
RUN_CASE,run-2-mistral,half_text + half_diagram,90,13,77,14.444,85.556
RUN_CASE,run-2-mistral,noisy_text[numeric] + full_diagram,90,9,81,10.0,90.0
RUN_CASE,run-2-mistral,noisy_text[punctuation] + full_diagram,90,9,81,10.0,90.0
RUN_CASE,run-2-mistral,noisy_text[sentence] + full_diagram,90,11,79,12.222,87.778
RUN_CASE,run-2-mistral,noisy_text[typo] + full_diagram,90,16,74,17.778,82.222
RUN_CASE,run-2-mistral,full_text + noisy_diagram[bg_change],90,14,76,15.556,84.444
RUN_CASE,run-2-mistral,full_text + noisy_diagram[blur],90,10,80,11.111,88.889
RUN_CASE,run-2-mistral,full_text + noisy_diagram[illumination],90,15,75,16.667,83.333
RUN_CASE,run-2-mistral,full_text + noisy_diagram[irr_objects],90,12,78,13.333,86.667
RUN_CASE,run-2-mistral,full_text + noisy_diagram[pixel_noise],90,9,81,10.0,90.0
RUN_CASE,run-2-mistral,noisy_half_text[numeric] + half_diagram,90,13,77,14.444,85.556
RUN_CASE,run-2-mistral,noisy_half_text[punctuation] + half_diagram,90,16,74,17.778,82.222
RUN_CASE,run-2-mistral,noisy_half_text[sentence] + half_diagram,90,10,80,11.111,88.889
RUN_CASE,run-2-mistral,noisy_half_text[typo] + half_diagram,90,15,75,16.667,83.333
RUN_CASE,run-2-mistral,half_text + noisy_half_diagram[bg_change],90,16,74,17.778,82.222
RUN_CASE,run-2-mistral,half_text + noisy_half_diagram[blur],90,13,77,14.444,85.556
RUN_CASE,run-2-mistral,half_text + noisy_half_diagram[illumination],90,18,72,20.0,80.0
RUN_CASE,run-2-mistral,half_text + noisy_half_diagram[irr_objects],90,16,74,17.778,82.222
RUN_CASE,run-2-mistral,half_text + noisy_half_diagram[pixel_noise],90,13,77,14.444,85.556
RUN_CASE,run-3-mistral,full_text + full_diagram,90,11,79,12.222,87.778
RUN_CASE,run-3-mistral,half_text + half_diagram,90,16,74,17.778,82.222
RUN_CASE,run-3-mistral,noisy_text[numeric] + full_diagram,90,16,74,17.778,82.222
RUN_CASE,run-3-mistral,noisy_text[punctuation] + full_diagram,90,9,81,10.0,90.0
RUN_CASE,run-3-mistral,noisy_text[sentence] + full_diagram,90,13,77,14.444,85.556
RUN_CASE,run-3-mistral,noisy_text[typo] + full_diagram,90,9,81,10.0,90.0
RUN_CASE,run-3-mistral,full_text + noisy_diagram[bg_change],90,15,75,16.667,83.333
RUN_CASE,run-3-mistral,full_text + noisy_diagram[blur],90,13,77,14.444,85.556
RUN_CASE,run-3-mistral,full_text + noisy_diagram[illumination],90,13,77,14.444,85.556
