Per-problem table:
Problem_Index   | APS questions | Answered | Correct | Accuracy          
---------------------------------------------------------------------------
1               | 5             | 5        | 5       | 5/5 = 100.00%
2               | 6             | 3        | 3       | 3/6 = 50.00%
3               | 4             | 4        | 4       | 4/4 = 100.00%
4               | 6             | 3        | 3       | 3/6 = 50.00%
7               | 4             | 4        | 4       | 4/4 = 100.00%
8               | 3             | 2        | 2       | 2/3 = 66.67%
9               | 7             | 5        | 3       | 3/7 = 42.86%
10              | 5             | 5        | 3       | 3/5 = 60.00%
11              | 4             | 2        | 1       | 1/4 = 25.00%
14              | 5             | 5        | 5       | 5/5 = 100.00%
16              | 4             | 3        | 3       | 3/4 = 75.00%
17              | 4             | 4        | 4       | 4/4 = 100.00%
20              | 3             | 3        | 2       | 2/3 = 66.67%
22              | 5             | 3        | 3       | 3/5 = 60.00%
25              | 3             | 2        | 2       | 2/3 = 66.67%
26              | 5             | 0        | 0       | 0/5 = 0.00%
29              | 4             | 4        | 2       | 2/4 = 50.00%
30              | 2             | 2        | 2       | 2/2 = 100.00%
32              | 6             | 6        | 3       | 3/6 = 50.00%
34              | 5             | 2        | 2       | 2/5 = 40.00%
36              | 4             | 3        | 1       | 1/4 = 25.00%
37              | 4             | 4        | 4       | 4/4 = 100.00%
38              | 3             | 2        | 2       | 2/3 = 66.67%
40              | 3             | 3        | 3       | 3/3 = 100.00%
43              | 4             | 4        | 4       | 4/4 = 100.00%
44              | 4             | 4        | 3       | 3/4 = 75.00%
45              | 2             | 2        | 2       | 2/2 = 100.00%
46              | 3             | 2        | 2       | 2/3 = 66.67%
48              | 5             | 5        | 5       | 5/5 = 100.00%
49              | 5             | 4        | 4       | 4/5 = 80.00%
50              | 4             | 4        | 4       | 4/4 = 100.00%
53              | 5             | 4        | 2       | 2/5 = 40.00%
55              | 5             | 3        | 3       | 3/5 = 60.00%
56              | 5             | 4        | 4       | 4/5 = 80.00%
57              | 3             | 0        | 0       | 0/3 = 0.00%
58              | 4             | 4        | 4       | 4/4 = 100.00%
59              | 3             | 3        | 3       | 3/3 = 100.00%
60              | 3             | 2        | 2       | 2/3 = 66.67%
64              | 4             | 4        | 3       | 3/4 = 75.00%
72              | 5             | 5        | 5       | 5/5 = 100.00%
73              | 3             | 3        | 3       | 3/3 = 100.00%
78              | 3             | 2        | 2       | 2/3 = 66.67%
79              | 5             | 5        | 3       | 3/5 = 60.00%
81              | 4             | 3        | 3       | 3/4 = 75.00%
84              | 5             | 5        | 5       | 5/5 = 100.00%
86              | 4             | 4        | 4       | 4/4 = 100.00%
88              | 5             | 5        | 5       | 5/5 = 100.00%
95              | 5             | 4        | 3       | 3/5 = 60.00%
99              | 8             | 7        | 6       | 6/8 = 75.00%
108             | 4             | 3        | 3       | 3/4 = 75.00%
109             | 3             | 1        | 1       | 1/3 = 33.33%
112             | 3             | 3        | 3       | 3/3 = 100.00%
114             | 6             | 6        | 5       | 5/6 = 83.33%
115             | 2             | 2        | 2       | 2/2 = 100.00%
117             | 3             | 3        | 3       | 3/3 = 100.00%
119             | 4             | 3        | 3       | 3/4 = 75.00%
120             | 3             | 3        | 3       | 3/3 = 100.00%
123             | 4             | 4        | 4       | 4/4 = 100.00%
128             | 4             | 4        | 4       | 4/4 = 100.00%
132             | 6             | 6        | 6       | 6/6 = 100.00%
133             | 9             | 5        | 5       | 5/9 = 55.56%
149             | 6             | 5        | 5       | 5/6 = 83.33%
150             | 6             | 6        | 6       | 6/6 = 100.00%
151             | 3             | 3        | 3       | 3/3 = 100.00%
152             | 3             | 2        | 2       | 2/3 = 66.67%
153             | 6             | 4        | 4       | 4/6 = 66.67%
157             | 3             | 0        | 0       | 0/3 = 0.00%
165             | 4             | 4        | 4       | 4/4 = 100.00%
198             | 3             | 2        | 2       | 2/3 = 66.67%
207             | 3             | 3        | 2       | 2/3 = 66.67%
210             | 4             | 3        | 3       | 3/4 = 75.00%
211             | 6             | 2        | 2       | 2/6 = 33.33%
223             | 3             | 3        | 2       | 2/3 = 66.67%
239             | 6             | 3        | 3       | 3/6 = 50.00%
243             | 4             | 4        | 4       | 4/4 = 100.00%
257             | 6             | 6        | 6       | 6/6 = 100.00%
264             | 6             | 6        | 6       | 6/6 = 100.00%
281             | 4             | 4        | 4       | 4/4 = 100.00%
327             | 4             | 3        | 3       | 3/4 = 75.00%
348             | 2             | 2        | 2       | 2/2 = 100.00%
364             | 3             | 0        | 0       | 0/3 = 0.00%
365             | 2             | 0        | 0       | 0/2 = 0.00%
420             | 3             | 3        | 3       | 3/3 = 100.00%
432             | 4             | 0        | 0       | 0/4 = 0.00%
438             | 6             | 0        | 0       | 0/6 = 0.00%
441             | 3             | 1        | 1       | 1/3 = 33.33%
447             | 4             | 1        | 1       | 1/4 = 25.00%
449             | 2             | 0        | 0       | 0/2 = 0.00%
457             | 3             | 3        | 3       | 3/3 = 100.00%
472             | 4             | 0        | 0       | 0/4 = 0.00%
---------------------------------------------------------------------------
TOTAL           | 377           | 287      | 263     | 263/377 = 69.76%
