Per-problem table:
Problem_Index   | APS questions | Answered | Correct | Accuracy          
---------------------------------------------------------------------------
1               | 5             | 5        | 5       | 5/5 = 100.00%
2               | 6             | 3        | 3       | 3/6 = 50.00%
3               | 4             | 0        | 0       | 0/4 = 0.00%
4               | 6             | 0        | 0       | 0/6 = 0.00%
7               | 4             | 3        | 3       | 3/4 = 75.00%
8               | 3             | 2        | 2       | 2/3 = 66.67%
9               | 7             | 0        | 0       | 0/7 = 0.00%
10              | 5             | 0        | 0       | 0/5 = 0.00%
11              | 4             | 2        | 1       | 1/4 = 25.00%
14              | 5             | 5        | 5       | 5/5 = 100.00%
16              | 4             | 0        | 0       | 0/4 = 0.00%
17              | 4             | 4        | 4       | 4/4 = 100.00%
20              | 3             | 0        | 0       | 0/3 = 0.00%
22              | 5             | 3        | 2       | 2/5 = 40.00%
25              | 3             | 3        | 3       | 3/3 = 100.00%
26              | 5             | 0        | 0       | 0/5 = 0.00%
29              | 4             | 3        | 1       | 1/4 = 25.00%
30              | 2             | 2        | 2       | 2/2 = 100.00%
32              | 6             | 1        | 0       | 0/6 = 0.00%
34              | 5             | 4        | 3       | 3/5 = 60.00%
36              | 4             | 3        | 1       | 1/4 = 25.00%
37              | 4             | 4        | 4       | 4/4 = 100.00%
38              | 3             | 0        | 0       | 0/3 = 0.00%
40              | 3             | 1        | 1       | 1/3 = 33.33%
43              | 4             | 1        | 1       | 1/4 = 25.00%
44              | 4             | 3        | 2       | 2/4 = 50.00%
45              | 2             | 2        | 2       | 2/2 = 100.00%
46              | 3             | 0        | 0       | 0/3 = 0.00%
48              | 5             | 4        | 4       | 4/5 = 80.00%
49              | 5             | 4        | 4       | 4/5 = 80.00%
50              | 4             | 0        | 0       | 0/4 = 0.00%
53              | 5             | 4        | 2       | 2/5 = 40.00%
55              | 5             | 3        | 1       | 1/5 = 20.00%
56              | 5             | 0        | 0       | 0/5 = 0.00%
57              | 3             | 2        | 2       | 2/3 = 66.67%
58              | 4             | 4        | 3       | 3/4 = 75.00%
59              | 3             | 0        | 0       | 0/3 = 0.00%
60              | 3             | 0        | 0       | 0/3 = 0.00%
64              | 4             | 0        | 0       | 0/4 = 0.00%
72              | 5             | 5        | 5       | 5/5 = 100.00%
73              | 3             | 1        | 1       | 1/3 = 33.33%
78              | 3             | 1        | 1       | 1/3 = 33.33%
79              | 5             | 0        | 0       | 0/5 = 0.00%
81              | 4             | 0        | 0       | 0/4 = 0.00%
84              | 5             | 0        | 0       | 0/5 = 0.00%
86              | 4             | 4        | 4       | 4/4 = 100.00%
88              | 5             | 5        | 5       | 5/5 = 100.00%
95              | 5             | 4        | 2       | 2/5 = 40.00%
99              | 8             | 0        | 0       | 0/8 = 0.00%
108             | 4             | 0        | 0       | 0/4 = 0.00%
109             | 3             | 1        | 0       | 0/3 = 0.00%
112             | 3             | 3        | 2       | 2/3 = 66.67%
114             | 6             | 2        | 1       | 1/6 = 16.67%
115             | 2             | 1        | 1       | 1/2 = 50.00%
117             | 3             | 1        | 1       | 1/3 = 33.33%
119             | 4             | 3        | 2       | 2/4 = 50.00%
120             | 3             | 2        | 2       | 2/3 = 66.67%
123             | 4             | 0        | 0       | 0/4 = 0.00%
128             | 4             | 2        | 2       | 2/4 = 50.00%
132             | 6             | 5        | 5       | 5/6 = 83.33%
133             | 9             | 5        | 5       | 5/9 = 55.56%
149             | 6             | 4        | 4       | 4/6 = 66.67%
150             | 6             | 0        | 0       | 0/6 = 0.00%
151             | 3             | 1        | 1       | 1/3 = 33.33%
152             | 3             | 1        | 1       | 1/3 = 33.33%
153             | 6             | 0        | 0       | 0/6 = 0.00%
157             | 3             | 3        | 3       | 3/3 = 100.00%
165             | 4             | 4        | 4       | 4/4 = 100.00%
198             | 3             | 2        | 2       | 2/3 = 66.67%
207             | 3             | 2        | 0       | 0/3 = 0.00%
210             | 4             | 3        | 3       | 3/4 = 75.00%
211             | 6             | 2        | 1       | 1/6 = 16.67%
223             | 3             | 0        | 0       | 0/3 = 0.00%
239             | 6             | 2        | 2       | 2/6 = 33.33%
243             | 4             | 0        | 0       | 0/4 = 0.00%
257             | 6             | 5        | 5       | 5/6 = 83.33%
264             | 6             | 5        | 3       | 3/6 = 50.00%
281             | 4             | 4        | 4       | 4/4 = 100.00%
327             | 4             | 2        | 2       | 2/4 = 50.00%
348             | 2             | 0        | 0       | 0/2 = 0.00%
364             | 3             | 0        | 0       | 0/3 = 0.00%
365             | 2             | 0        | 0       | 0/2 = 0.00%
420             | 3             | 2        | 1       | 1/3 = 33.33%
432             | 4             | 0        | 0       | 0/4 = 0.00%
438             | 6             | 0        | 0       | 0/6 = 0.00%
441             | 3             | 3        | 3       | 3/3 = 100.00%
447             | 4             | 0        | 0       | 0/4 = 0.00%
449             | 2             | 0        | 0       | 0/2 = 0.00%
457             | 3             | 0        | 0       | 0/3 = 0.00%
472             | 4             | 0        | 0       | 0/4 = 0.00%
---------------------------------------------------------------------------
TOTAL           | 377           | 165      | 139     | 139/377 = 36.87%
