Per-problem table:
Problem_Index   | APS questions | Answered | Correct | Accuracy          
---------------------------------------------------------------------------
1               | 5             | 5        | 5       | 5/5 = 100.00%
2               | 6             | 3        | 3       | 3/6 = 50.00%
3               | 4             | 3        | 3       | 3/4 = 75.00%
4               | 6             | 3        | 3       | 3/6 = 50.00%
7               | 4             | 4        | 4       | 4/4 = 100.00%
8               | 3             | 0        | 0       | 0/3 = 0.00%
9               | 7             | 7        | 5       | 5/7 = 71.43%
10              | 5             | 3        | 3       | 3/5 = 60.00%
11              | 4             | 1        | 1       | 1/4 = 25.00%
14              | 5             | 5        | 5       | 5/5 = 100.00%
16              | 4             | 4        | 4       | 4/4 = 100.00%
17              | 4             | 4        | 4       | 4/4 = 100.00%
20              | 3             | 3        | 3       | 3/3 = 100.00%
22              | 5             | 3        | 3       | 3/5 = 60.00%
25              | 3             | 3        | 3       | 3/3 = 100.00%
26              | 5             | 3        | 3       | 3/5 = 60.00%
29              | 4             | 1        | 1       | 1/4 = 25.00%
30              | 2             | 2        | 2       | 2/2 = 100.00%
32              | 6             | 2        | 1       | 1/6 = 16.67%
34              | 5             | 4        | 4       | 4/5 = 80.00%
36              | 4             | 4        | 2       | 2/4 = 50.00%
37              | 4             | 4        | 4       | 4/4 = 100.00%
38              | 3             | 2        | 2       | 2/3 = 66.67%
40              | 3             | 2        | 2       | 2/3 = 66.67%
43              | 4             | 4        | 3       | 3/4 = 75.00%
44              | 4             | 3        | 3       | 3/4 = 75.00%
45              | 2             | 2        | 1       | 1/2 = 50.00%
46              | 3             | 2        | 2       | 2/3 = 66.67%
48              | 5             | 5        | 5       | 5/5 = 100.00%
49              | 5             | 4        | 3       | 3/5 = 60.00%
50              | 4             | 2        | 2       | 2/4 = 50.00%
53              | 5             | 3        | 3       | 3/5 = 60.00%
55              | 5             | 3        | 2       | 2/5 = 40.00%
56              | 5             | 4        | 4       | 4/5 = 80.00%
57              | 3             | 2        | 2       | 2/3 = 66.67%
58              | 4             | 4        | 4       | 4/4 = 100.00%
59              | 3             | 3        | 3       | 3/3 = 100.00%
60              | 3             | 0        | 0       | 0/3 = 0.00%
64              | 4             | 3        | 2       | 2/4 = 50.00%
72              | 5             | 5        | 4       | 4/5 = 80.00%
73              | 3             | 3        | 3       | 3/3 = 100.00%
78              | 3             | 2        | 2       | 2/3 = 66.67%
79              | 5             | 5        | 4       | 4/5 = 80.00%
81              | 4             | 3        | 3       | 3/4 = 75.00%
84              | 5             | 5        | 5       | 5/5 = 100.00%
86              | 4             | 4        | 4       | 4/4 = 100.00%
88              | 5             | 2        | 2       | 2/5 = 40.00%
95              | 5             | 2        | 2       | 2/5 = 40.00%
99              | 8             | 6        | 6       | 6/8 = 75.00%
108             | 4             | 2        | 2       | 2/4 = 50.00%
109             | 3             | 2        | 2       | 2/3 = 66.67%
112             | 3             | 2        | 2       | 2/3 = 66.67%
114             | 6             | 6        | 4       | 4/6 = 66.67%
115             | 2             | 2        | 2       | 2/2 = 100.00%
117             | 3             | 3        | 3       | 3/3 = 100.00%
119             | 4             | 4        | 3       | 3/4 = 75.00%
120             | 3             | 3        | 3       | 3/3 = 100.00%
123             | 4             | 4        | 4       | 4/4 = 100.00%
128             | 4             | 4        | 3       | 3/4 = 75.00%
132             | 6             | 6        | 6       | 6/6 = 100.00%
133             | 9             | 6        | 6       | 6/9 = 66.67%
149             | 6             | 5        | 5       | 5/6 = 83.33%
150             | 6             | 6        | 6       | 6/6 = 100.00%
151             | 3             | 1        | 0       | 0/3 = 0.00%
152             | 3             | 3        | 2       | 2/3 = 66.67%
153             | 6             | 3        | 3       | 3/6 = 50.00%
157             | 3             | 3        | 3       | 3/3 = 100.00%
165             | 4             | 4        | 4       | 4/4 = 100.00%
198             | 3             | 2        | 2       | 2/3 = 66.67%
207             | 3             | 3        | 2       | 2/3 = 66.67%
210             | 4             | 4        | 4       | 4/4 = 100.00%
211             | 6             | 2        | 2       | 2/6 = 33.33%
223             | 3             | 3        | 0       | 0/3 = 0.00%
239             | 6             | 6        | 6       | 6/6 = 100.00%
243             | 4             | 4        | 4       | 4/4 = 100.00%
257             | 6             | 5        | 5       | 5/6 = 83.33%
264             | 6             | 6        | 6       | 6/6 = 100.00%
281             | 4             | 4        | 4       | 4/4 = 100.00%
327             | 4             | 3        | 3       | 3/4 = 75.00%
348             | 2             | 2        | 2       | 2/2 = 100.00%
364             | 3             | 2        | 0       | 0/3 = 0.00%
365             | 2             | 1        | 1       | 1/2 = 50.00%
420             | 3             | 3        | 3       | 3/3 = 100.00%
432             | 4             | 4        | 4       | 4/4 = 100.00%
438             | 6             | 4        | 0       | 0/6 = 0.00%
441             | 3             | 3        | 3       | 3/3 = 100.00%
447             | 4             | 3        | 3       | 3/4 = 75.00%
449             | 2             | 1        | 1       | 1/2 = 50.00%
457             | 3             | 1        | 1       | 1/3 = 33.33%
472             | 4             | 0        | 0       | 0/4 = 0.00%
---------------------------------------------------------------------------
TOTAL           | 377           | 291      | 263     | 263/377 = 69.76%
