Per-problem table:
Problem_Index   | APS questions | Answered | Correct | Accuracy          
---------------------------------------------------------------------------
1               | 5             | 3        | 3       | 3/5 = 60.00%
2               | 6             | 3        | 0       | 0/6 = 0.00%
3               | 4             | 3        | 2       | 2/4 = 50.00%
4               | 6             | 4        | 3       | 3/6 = 50.00%
7               | 4             | 1        | 1       | 1/4 = 25.00%
8               | 3             | 2        | 2       | 2/3 = 66.67%
9               | 7             | 5        | 2       | 2/7 = 28.57%
10              | 5             | 1        | 1       | 1/5 = 20.00%
11              | 4             | 3        | 1       | 1/4 = 25.00%
14              | 5             | 0        | 0       | 0/5 = 0.00%
16              | 4             | 4        | 4       | 4/4 = 100.00%
17              | 4             | 2        | 1       | 1/4 = 25.00%
20              | 3             | 2        | 1       | 1/3 = 33.33%
22              | 5             | 2        | 2       | 2/5 = 40.00%
25              | 3             | 2        | 1       | 1/3 = 33.33%
26              | 5             | 2        | 1       | 1/5 = 20.00%
29              | 4             | 0        | 0       | 0/4 = 0.00%
30              | 2             | 0        | 0       | 0/2 = 0.00%
32              | 6             | 5        | 1       | 1/6 = 16.67%
34              | 5             | 1        | 1       | 1/5 = 20.00%
36              | 4             | 3        | 2       | 2/4 = 50.00%
37              | 4             | 1        | 0       | 0/4 = 0.00%
38              | 3             | 2        | 1       | 1/3 = 33.33%
40              | 3             | 2        | 1       | 1/3 = 33.33%
43              | 4             | 3        | 1       | 1/4 = 25.00%
44              | 4             | 2        | 1       | 1/4 = 25.00%
45              | 2             | 0        | 0       | 0/2 = 0.00%
46              | 3             | 0        | 0       | 0/3 = 0.00%
48              | 5             | 3        | 3       | 3/5 = 60.00%
49              | 5             | 3        | 3       | 3/5 = 60.00%
50              | 4             | 3        | 2       | 2/4 = 50.00%
53              | 5             | 1        | 1       | 1/5 = 20.00%
55              | 5             | 3        | 3       | 3/5 = 60.00%
56              | 5             | 1        | 1       | 1/5 = 20.00%
57              | 3             | 1        | 1       | 1/3 = 33.33%
58              | 4             | 3        | 3       | 3/4 = 75.00%
59              | 3             | 2        | 2       | 2/3 = 66.67%
60              | 3             | 1        | 0       | 0/3 = 0.00%
64              | 4             | 3        | 2       | 2/4 = 50.00%
72              | 5             | 4        | 3       | 3/5 = 60.00%
73              | 3             | 1        | 1       | 1/3 = 33.33%
78              | 3             | 2        | 2       | 2/3 = 66.67%
79              | 5             | 3        | 3       | 3/5 = 60.00%
81              | 4             | 2        | 1       | 1/4 = 25.00%
84              | 5             | 1        | 1       | 1/5 = 20.00%
86              | 4             | 1        | 1       | 1/4 = 25.00%
88              | 5             | 0        | 0       | 0/5 = 0.00%
95              | 5             | 3        | 2       | 2/5 = 40.00%
99              | 8             | 5        | 4       | 4/8 = 50.00%
108             | 4             | 1        | 0       | 0/4 = 0.00%
109             | 3             | 1        | 1       | 1/3 = 33.33%
112             | 3             | 2        | 1       | 1/3 = 33.33%
114             | 6             | 6        | 5       | 5/6 = 83.33%
115             | 2             | 1        | 1       | 1/2 = 50.00%
117             | 3             | 2        | 2       | 2/3 = 66.67%
119             | 4             | 2        | 2       | 2/4 = 50.00%
120             | 3             | 0        | 0       | 0/3 = 0.00%
123             | 4             | 3        | 2       | 2/4 = 50.00%
128             | 4             | 1        | 1       | 1/4 = 25.00%
132             | 6             | 4        | 3       | 3/6 = 50.00%
133             | 9             | 0        | 0       | 0/9 = 0.00%
149             | 6             | 4        | 2       | 2/6 = 33.33%
150             | 6             | 3        | 2       | 2/6 = 33.33%
151             | 3             | 2        | 1       | 1/3 = 33.33%
152             | 3             | 1        | 0       | 0/3 = 0.00%
153             | 6             | 3        | 3       | 3/6 = 50.00%
157             | 3             | 3        | 3       | 3/3 = 100.00%
165             | 4             | 3        | 2       | 2/4 = 50.00%
198             | 3             | 2        | 1       | 1/3 = 33.33%
207             | 3             | 1        | 0       | 0/3 = 0.00%
210             | 4             | 2        | 2       | 2/4 = 50.00%
211             | 6             | 3        | 3       | 3/6 = 50.00%
223             | 3             | 1        | 1       | 1/3 = 33.33%
239             | 6             | 2        | 2       | 2/6 = 33.33%
243             | 4             | 2        | 0       | 0/4 = 0.00%
257             | 6             | 4        | 4       | 4/6 = 66.67%
264             | 6             | 2        | 0       | 0/6 = 0.00%
281             | 4             | 2        | 1       | 1/4 = 25.00%
327             | 4             | 0        | 0       | 0/4 = 0.00%
348             | 2             | 0        | 0       | 0/2 = 0.00%
364             | 3             | 2        | 1       | 1/3 = 33.33%
365             | 2             | 2        | 1       | 1/2 = 50.00%
420             | 3             | 1        | 1       | 1/3 = 33.33%
432             | 4             | 4        | 3       | 3/4 = 75.00%
438             | 6             | 0        | 0       | 0/6 = 0.00%
441             | 3             | 1        | 1       | 1/3 = 33.33%
447             | 4             | 0        | 0       | 0/4 = 0.00%
449             | 2             | 0        | 0       | 0/2 = 0.00%
457             | 3             | 0        | 0       | 0/3 = 0.00%
472             | 4             | 0        | 0       | 0/4 = 0.00%
---------------------------------------------------------------------------
TOTAL           | 377           | 177      | 124     | 124/377 = 32.89%
